Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
DENMARK,MARKETING,DEN-SAL-Customer reports,"We would like help with creating customer reports.
Customers like ISS and Novo requires monthly reports.","€1,500.00",48 Hours Per Year,€0.00,document,Assessment,Not Started,Local,09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-customer-reports,Lars Christensen,"Lars Christensen, Ghita GRAND"
DENMARK,MARKETING,DEN-SAL-Customer rebate,"We would like a BOT that can help fill in FAC19 files for International customers.
Also help for approver workflow and FAC20 files.
Data is comming from Power BI  ","€1,250.00",40 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-customer-rebate,Lars Christensen,"Lars Christensen, Ghita GRAND"
DENMARK,"Sales,Marketing",DEN-SAL-Save mail/file project,"Possibility to create a mail with values from an Excel file, og save the excel file as value on one drive.","€7,500.00",240 Hours Per Year,€0.00,"document,document",Assessment,Not Started,Local,09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-save-mailfile-project,Gert Green JAKOBSEN,"Gert Green JAKOBSEN, Lars Christensen"
DENMARK,"Customer Service,Coffee Services",DEN-CS-SCANDLINES-ORDER,"Can you please help med to create an automatic flow on Scandlines orders?

Thank you on advance","€7,500.00",240 Hours Per Year,€0.00,"scandlies flow.pdf,document",Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-scandlines-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-APPLUS-ORDER,"Can you please help med to make an automatic flow on Applus orders?

Thank you in advance","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-applus-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-DSB-ORDER,"Can you please help me to make an automatic flow on DSB orders?

Thank you in advance","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-dsb-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-AHLSELL-ORDER,"Can you please help me to make an automatic flow on Ahlsell orders?
Thank you in advance","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-ahlsell-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-NYKREDIT-ORDER,Can you please create an automatic flow on Nykredit orders. Thank you in advane,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-nykredit-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,Sales,DEN-SAL-VBA programing for masterfile,Please create program for masterfile ,"€1,500.00",48 Hours Per Year,€0.00,"Vejledning Masterfile.xlsx,Masterfile MOTOR non binær.xlsx",Assessment,Not Started,Local,09/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-vba-programing-for-masterfile,Emil Thrane DAGELYKKE,"Mick FROESLEV, Lars Christensen, Emil Thrane DAGELYKKE"
SWEDEN,Customer Unique Specialist,SWE - FD - Internal CR-DR Settlement,"1. Runs a Query in SAP to recieve yesterdays internal settlements and adds them to a queue in Orchestrator.
2. Executes the invoice settlements in SAP, transaction F-30 and emails a Excel report to ARsweden@lyreco.com","€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,09/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---internal-cr-dr-settlement,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - Intershop to Netshop,"This process is currently runned Attended atm. Here, we create logins for Intershop by reading data from an Excel file. The relevant internal personnel then receive a report in Excel format that details which accounts have been created and which accounts need to be created manually.","€6,562.50",210 Hours Per Year,€0.00,document,Live,Decommissioned,"Local, and maybe Group",08/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---intershop-to-netshop,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - FD - Dunning Fee,"To identify and book all dunning fees by searching through ""FEBAN"" in SAP and locating all payments that have a discrepancy of 60 SEK too much.","€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---dunning-fee,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
BENELUX,IT,BNL -  MKT - Ad-hoc & Scheduled MM0045 Report Generation,"The local Products & Services team frequently uses MM0045 reports for various product management purposes such as pricing, finding alternatives, etc. as well as for general product searches. Requesting this report is done in SAP transaction ZM011031, which is locked to a few users. These people frequently get asked to request new reports.

Given that this process needs to be repeated for multiple sales organisations in BNL and that it always entails the same actions, the procedure has been automated for a few years.
The previously existing version used a combination of scheduled Microsoft Power Automate Cloud flows, as well as an ad hoc procedure using a Microsoft Power App linked to a Power Automate Cloud flow, which would in turn trigger a Power Automate Desktop flow.
This process has been decommissioned and replaced by this UiPath solution.

The Uipath solution consists of two separate workflows: a dispatcher and a performer.
The dispatcher can be triggered by two separate entry points, a scheduled 'time' trigger which will request a new MM0045 report for each BNL sales organisation every Monday and Wednesday morning, as well as an ad-hoc API trigger which can be launched by any of the local Products & Services team members, by filling in a PowerApp that will send the request to the UiPath workflow once submitted.

The performer will get triggered once at least 1 new report has been added to the corresponding Orchestrator queue. Once triggered, the performer will open SAP and encode the MM0045 request using the Marketing IBOT user provided by Lyreco Group.","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,08/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnlmktadhocscheduledmm0045reportgeneration,Wouter Herrrygers,"Wouter Herrrygers, Jorien PEETERS"
DENMARK,Finance,DEN-FIN-Incoming invoices (creditors) - RE bilag,Posting of invoices RE (goods suppliers),"€45,000.00",1440 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-fin-incoming-invoices--creditors----re-bilag,Eva NEUHAUSEN,"Eva NEUHAUSEN, Lars Christensen, Randi Stendal ANDERSEN"
DENMARK,Finance,DEN-FIN-FSC - Control on invoice,"ESG Task, manually control of many invoices.","€3,750.00",120 Hours Per Year,€0.00,document,Assessment,Not Started,Local,08/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fsc---control-on-invoice,Eva NEUHAUSEN,"Eva NEUHAUSEN, Lars Christensen"
DENMARK,Marketing,DEN-MKT-Transfer file til Google Cloud Storage,Transfer files from internal destinations to specific cloud destinations.,"€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/transfer-file-til-goggle-cloud-storage,Dennis Roemer JENSEN,"Dennis Roemer JENSEN, Lars Christensen, Kim Jagd FREDERIKSEN"
ITALY,IT,IT Edito - save&publish codes,"Every quarter, a designated person must enter Edito to save and publish between 700 and 1300 product codes. These are very repetitive actions with little (or no) added value. The robot will do it automatically.","€1,250.00",40 Hours Per Year,€0.00,document,Live,Ready for Production,"Local, and maybe Group",08/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/iteditosavepublishcodes,Carlo Milia,Carlo Milia
CASH,IS,CASH  - Sales Support - Evening report for Sales,"Generate a daily SAP Evening report of all Sales for the current day, and distribute it to Sharepoint location","€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,08/14/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash----sales-support---evening-report-for-sales,Eduard SEKERES,Eduard SEKERES
GROUP,Finance,GRP-LEGAL-NDA TEMPLATE,"The NDA is used by all types of employees within the company to protect confidential information (IT, Finance, Marketing, Sales, etc.). It is a basic and not very complex document that can be signed without the intervention or validation of a lawyer, provided that the person is well-trained on the subject beforehand. The idea is to empower all employees to prepare and sign the NDAs they need to sign on their own. This request involves automating the generation of NDAs through the implementation of a form in which individuals needing to generate an NDA would only need to select certain criteria, and this would automatically generate the correct template for them.","€5,625.00",180 Hours Per Year,€0.00,document,Development,In Progress,Group,08/08/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-legal-nda-template,Anthony PROCOT,"Anthony PROCOT, Quentin Chastin"
CASH,IS,CASH - FIN - ReFIS - Supplier Mail comparison,"This process takes emails stored in ReFIS system and emails in our mailboxes and searches the missing emails, not included in ReFIS.","€3,750.00",120 Hours Per Year,€0.00,document,Development,Cancelled,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---fin---refis---supplier-mail-comparison,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - MKT - Staffino Sales Evaluation,"This process aggregates the customer data from our database based on the date when they last made an order.
Creates a table, transforms it into json and uploads this data via API to Staffino.","€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---staffino-sales-evaluation,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - MKT - SAP Products Status change,"This process is designed to deactivate list of products (based on material nr.) in SAP.
Process is triggered when needed via UiApp",€937.50,30 Hours Per Year,€0.00,document,Live,In Production,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---sap-products-status-change,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - Sales Support - MM0045 report,"This automation consists of two processes:
1. Put a daily request for report generation for 8 reports into SAP, which is subsequently saved into shared folder
2. In the afternoon a second process unzips and distributes the generated reports into several Sharepoint locations","€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---sales-support---mm0045-report,Eduard SEKERES,Eduard SEKERES
